LAMMPS Description

     5184  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     2  atom types

  0.0 42.72 xlo xhi
  0.0 42.72 ylo yhi
  0.0 42.72 zlo zhi

Masses

    1 28.0855
    2  15.9994

Atoms # atomic

722 1 0.0 39.16 3.56
723 1 1.78 37.38 1.78
724 1 3.56 35.6 3.56
725 1 1.78 40.94 5.34
726 1 5.34 40.94 1.78
727 1 3.56 39.16 0.0
728 1 5.34 37.38 5.34
729 2 0.89 36.49 0.89
730 2 6.23 40.05 2.67
731 2 2.67 38.27 0.89
732 2 4.45 36.49 4.45
733 2 0.89 40.05 4.45
734 2 4.45 40.05 0.89
735 2 2.67 41.83 4.45
736 2 2.67 36.49 2.67
737 2 4.45 38.27 6.23
738 2 6.23 38.27 4.45
739 2 2.67 40.05 6.23
740 2 0.89 41.83 6.23
741 2 0.89 38.27 2.67
742 2 4.45 41.83 2.67
743 2 6.23 41.83 0.89
744 2 6.23 36.49 6.23
745 1 0.0 35.6 7.12
746 1 0.0 39.16 10.68
747 1 1.78 37.38 8.9
748 1 3.56 35.6 10.68
749 1 1.78 40.94 12.46
750 1 5.34 40.94 8.9
751 1 3.56 39.16 7.12
752 1 5.34 37.38 12.46
753 2 0.89 36.49 8.01
754 2 6.23 40.05 9.79
755 2 2.67 38.27 8.01
756 2 4.45 36.49 11.57
757 2 0.89 40.05 11.57
758 2 4.45 40.05 8.01
759 2 2.67 41.83 11.57
760 2 2.67 36.49 9.79
761 2 4.45 38.27 13.35
762 2 6.23 38.27 11.57
763 2 2.67 40.05 13.35
764 2 0.89 41.83 13.35
765 2 0.89 38.27 9.79
766 2 4.45 41.83 9.79
767 2 6.23 41.83 8.01
768 2 6.23 36.49 13.35
769 1 0.0 35.6 14.24
770 1 0.0 39.16 17.8
771 1 1.78 37.38 16.02
772 1 3.56 35.6 17.8
773 1 1.78 40.94 19.58
774 1 5.34 40.94 16.02
775 1 3.56 39.16 14.24
776 1 5.34 37.38 19.58
777 2 0.89 36.49 15.13
778 2 6.23 40.05 16.91
779 2 2.67 38.27 15.13
780 2 4.45 36.49 18.69
781 2 0.89 40.05 18.69
782 2 4.45 40.05 15.13
783 2 2.67 41.83 18.69
784 2 2.67 36.49 16.91
785 2 4.45 38.27 20.47
786 2 6.23 38.27 18.69
787 2 2.67 40.05 20.47
788 2 0.89 41.83 20.47
789 2 0.89 38.27 16.91
790 2 4.45 41.83 16.91
791 2 6.23 41.83 15.13
792 2 6.23 36.49 20.47
793 1 0.0 35.6 21.36
794 1 0.0 39.16 24.92
795 1 1.78 37.38 23.14
796 1 3.56 35.6 24.92
797 1 1.78 40.94 26.7
798 1 5.34 40.94 23.14
799 1 3.56 39.16 21.36
800 1 5.34 37.38 26.7
801 2 0.89 36.49 22.25
